PČV,Typ,Stav,Kód STK,Název STK,Platnost od,Platnost do,Číslo protokolu,Aktuální
6015398,P - Pravidelná,A,3832,"ZA SPLAVEM 884, 73401, KARVINÁ",2010-11-02,2012-11-02,,False
8241578,P - Pravidelná,A,3617,"NUDVOJOVICKÁ 1681, 51101, TURNOV",2008-07-29,2009-07-29,,True
7973071,E - Evidenční,Nezjištěno,3817,"Palackého 220, 757 01, Valašské Meziříčí",2003-12-17,2003-12-17,,True
10599428,E - Evidenční,Nezjištěno,3314,"PELHŘIMOVSKÁ 2940, 39002, TÁBOR",2007-05-09,2007-05-09,,True
3363792,P - Pravidelná,Nezjištěno,3231,"PŘÍLEPSKÁ 1909, 252 63, ROZTOKY U PRAHY",2000-05-25,2002-05-25,,True
8536950,P - Pravidelná,A,3749,"OKRUŽNÍ 399, 67201, MORAVSKÝ KRUMLOV",2008-10-22,2010-10-22,,True
8563850,P - Pravidelná,A,3231,"PŘÍLEPSKÁ 1909, 252 63, ROZTOKY U PRAHY",2008-05-21,2010-05-20,,True
8568503,P - Pravidelná,A,3617,"NUDVOJOVICKÁ 1681, 51101, TURNOV",2008-04-22,2010-04-22,,True
8740916,P - Pravidelná,A,3231,"PŘÍLEPSKÁ 1909, 252 63, ROZTOKY U PRAHY",2004-04-15,2006-04-15,,True
9680726,P - Pravidelná,A,3632,"POLIČSKÁ 1365, 53901, HLINSKO",2009-12-09,2011-12-09,,True
8562447,E - Evidenční,Nezjištěno,3817,"Palackého 220, 757 01, Valašské Meziříčí",2003-04-15,2003-04-15,,True
9424872,P - Pravidelná,A,3617,"NUDVOJOVICKÁ 1681, 51101, TURNOV",2009-07-17,2011-07-17,,True
9615736,P - Pravidelná,A,3749,"OKRUŽNÍ 399, 67201, MORAVSKÝ KRUMLOV",2006-10-17,2008-10-17,,True
5756513,E - Evidenční,Nezjištěno,3832,"ZA SPLAVEM 884, 73401, KARVINÁ",2008-04-29,2008-04-29,,True
7673240,E - Evidenční,Nezjištěno,3100,"TÜRKOVA 1001/9, 14900, PRAHA 4, CHODOV",2008-08-18,2008-08-18,,True
7465178,P - Pravidelná,A,3835,"NA KŘTALTĚ 2219/37, 78901, ZÁBŘEH",2008-05-26,2010-03-28,,True
6028721,P - Pravidelná,A,3818,"HAMERSKÁ 883/58A, 77900, OLOMOUC",2009-04-08,2010-04-08,,True
9652249,P - Pravidelná,Nezjištěno,320900111,ADMINISTRATIVNÍ OMEZENÍ -NOVÁ VOZIDLA,2010-10-11,2014-10-11,,True
6028721,Z - Na žádost provozovatele,Nezjištěno,3818,"HAMERSKÁ 883/58A, 77900, OLOMOUC",2002-01-03,2002-01-03,,True
6028721,E - Evidenční,Nezjištěno,3818,"HAMERSKÁ 883/58A, 77900, OLOMOUC",2004-10-22,2004-10-22,,True
9479520,P - Pravidelná,B,3113,"PODNIKATELSKÁ I 652, 19011, PRAHA - BĚCHOVICE",2006-06-22,2006-07-22,,True
9479520,P - Pravidelná,B,3113,"PODNIKATELSKÁ I 652, 19011, PRAHA - BĚCHOVICE",2004-06-15,2004-07-15,,False
9543123,P - Pravidelná,Nezjištěno,3231,"PŘÍLEPSKÁ 1909, 252 63, ROZTOKY U PRAHY",2001-02-05,2003-02-05,,True
9543123,P - Pravidelná,Nezjištěno,3114,"NAD VRŠOVSKOU HOROU 88/4, 10100, PRAHA 10",1999-04-29,2001-04-28,,False
9537799,P - Pravidelná,Nezjištěno,3314,"PELHŘIMOVSKÁ 2940, 39002, TÁBOR",1998-12-02,2000-12-02,,True
7655007,P - Pravidelná,A,3100,"TÜRKOVA 1001/9, 14900, PRAHA 4, CHODOV",2007-11-05,2009-11-05,,True
10267894,P - Pravidelná,A,3314,"PELHŘIMOVSKÁ 2940, 39002, TÁBOR",2006-07-10,2008-07-10,,True
7811132,P - Pravidelná,A,3514,"U OHARKY 3093, 43801, ŽATEC",2007-03-22,2009-03-22,,True
7811132,E - Evidenční,Nezjištěno,3514,"U OHARKY 3093, 43801, ŽATEC",2007-11-07,2007-11-07,,True
4038320,P - Pravidelná,A,3314,"PELHŘIMOVSKÁ 2940, 39002, TÁBOR",2001-10-19,2003-10-19,,True
6519650,P - Pravidelná,A,3100,"TÜRKOVA 1001/9, 14900, PRAHA 4, CHODOV",2005-05-16,2007-05-16,,True
1877229,P - Pravidelná,A,3735,"BRNĚNSKÁ 1242, 66501, ROSICE",2003-11-26,2005-11-26,,True
8650364,E - Evidenční,Nezjištěno,3414,"FÜGNEROVA 404, 33601, BLOVICE",2003-10-15,2003-10-15,,True
8475766,P - Pravidelná,A,3114,"NAD VRŠOVSKOU HOROU 88/4, 10100, PRAHA 10",2008-10-16,2010-10-16,,True
456104,P - Pravidelná,A,3732,"BRUMOVSKÁ 279, 76601, VALAŠSKÉ KLOBOUKY",2005-06-23,2007-06-23,,True
8667844,E - Evidenční,Nezjištěno,3849,"17. LISTOPADU 2269, 73802, FRÝDEK-MÍSTEK",2009-03-16,2009-03-16,,True
7963185,E - Evidenční,Nezjištěno,3717,"NÁDRAŽNÍ 389, 67167, HRUŠOVANY NAD JEVIŠOVKOU",2007-05-21,2007-05-21,,True
738948,P - Pravidelná,A,3717,"NÁDRAŽNÍ 389, 67167, HRUŠOVANY NAD JEVIŠOVKOU",2002-10-03,2004-10-03,,True
6628097,P - Pravidelná,A,3632,"POLIČSKÁ 1365, 53901, HLINSKO",2006-10-16,2008-10-16,,True
9968341,E - Evidenční,Nezjištěno,3114,"NAD VRŠOVSKOU HOROU 88/4, 10100, PRAHA 10",2009-03-09,2009-03-09,,True
9687572,P - Pravidelná,A,3632,"POLIČSKÁ 1365, 53901, HLINSKO",2009-06-19,2011-06-19,,True
7963185,P - Pravidelná,A,3717,"NÁDRAŽNÍ 389, 67167, HRUŠOVANY NAD JEVIŠOVKOU",2006-06-14,2008-06-14,,True
7946311,P - Pravidelná,A,3114,"NAD VRŠOVSKOU HOROU 88/4, 10100, PRAHA 10",2002-03-21,2004-03-21,,True
9380411,P - Pravidelná,A,3114,"NAD VRŠOVSKOU HOROU 88/4, 10100, PRAHA 10",2008-03-18,2010-03-18,,True
9859508,P - Pravidelná,A,3849,"17. LISTOPADU 2269, 73802, FRÝDEK-MÍSTEK",2009-02-20,2011-02-20,,True
6307394,P - Pravidelná,A,3735,"BRNĚNSKÁ 1242, 66501, ROSICE",2009-03-05,2011-03-05,,True
7291621,P - Pravidelná,A,3231,"PŘÍLEPSKÁ 1909, 252 63, ROZTOKY U PRAHY",2003-06-05,2005-06-05,,False
10314352,P - Pravidelná,A,3835,"NA KŘTALTĚ 2219/37, 78901, ZÁBŘEH",2007-04-18,2009-04-18,,True
10326957,E - Evidenční,Nezjištěno,3632,"POLIČSKÁ 1365, 53901, HLINSKO",2004-06-30,2004-06-30,,True
9801583,E - Evidenční,Nezjištěno,3817,"Palackého 220, 757 01, Valašské Meziříčí",2004-01-07,2004-01-07,,True
8117328,P - Pravidelná,A,3818,"HAMERSKÁ 883/58A, 77900, OLOMOUC",2009-10-08,2010-10-05,,True
8650467,P - Pravidelná,A,3735,"BRNĚNSKÁ 1242, 66501, ROSICE",2008-06-20,2010-06-20,,True
8683923,P - Pravidelná,A,3632,"POLIČSKÁ 1365, 53901, HLINSKO",2006-03-30,2008-03-30,,True
8698405,P - Pravidelná,A,3231,"PŘÍLEPSKÁ 1909, 252 63, ROZTOKY U PRAHY",2009-07-02,2011-07-02,,True
10348201,E - Evidenční,Nezjištěno,3849,"17. LISTOPADU 2269, 73802, FRÝDEK-MÍSTEK",2009-04-21,2009-04-21,,True
9233733,E - Evidenční,Nezjištěno,3432,"Nádražní ulice 1302, 34201, Sušice",2008-12-17,2008-12-17,,True
2640305,P - Pravidelná,A,3517,"ŽELIVSKÉHO 4471/1, 46605, JABLONEC NAD NISOU - RÝNOVICE",2003-05-06,2005-05-06,,True
10453462,P - Pravidelná,A,3114,"NAD VRŠOVSKOU HOROU 88/4, 10100, PRAHA 10",2007-08-07,2009-08-07,,True
10334171,P - Pravidelná,A,3717,"NÁDRAŽNÍ 389, 67167, HRUŠOVANY NAD JEVIŠOVKOU",2006-10-05,2008-10-05,,True
9643163,P - Pravidelná,A,3114,"NAD VRŠOVSKOU HOROU 88/4, 10100, PRAHA 10",2003-04-22,2005-04-22,,True
9689763,P - Pravidelná,A,3749,"OKRUŽNÍ 399, 67201, MORAVSKÝ KRUMLOV",2005-05-04,2007-05-04,,True
10453462,E - Evidenční,Nezjištěno,3114,"NAD VRŠOVSKOU HOROU 88/4, 10100, PRAHA 10",2007-06-21,2007-06-21,,True
10334171,E - Evidenční,Nezjištěno,3717,"NÁDRAŽNÍ 389, 67167, HRUŠOVANY NAD JEVIŠOVKOU",2003-07-08,2003-07-08,,True
9618896,P - Pravidelná,A,3114,"NAD VRŠOVSKOU HOROU 88/4, 10100, PRAHA 10",2003-09-08,2005-09-08,,True
9680725,P - Pravidelná,A,3113,"PODNIKATELSKÁ I 652, 19011, PRAHA - BĚCHOVICE",2004-07-29,2006-07-29,,True
10706872,P - Pravidelná,A,3717,"NÁDRAŽNÍ 389, 67167, HRUŠOVANY NAD JEVIŠOVKOU",2009-11-18,2011-11-18,,True
6610676,P - Pravidelná,A,3818,"HAMERSKÁ 883/58A, 77900, OLOMOUC",2009-11-23,2010-11-20,,True
7603305,P - Pravidelná,A,3314,"PELHŘIMOVSKÁ 2940, 39002, TÁBOR",2001-09-19,2003-09-19,,True
6628097,E - Evidenční,Nezjištěno,3632,"POLIČSKÁ 1365, 53901, HLINSKO",2008-06-09,2008-06-09,,True
6307394,E - Evidenční,Nezjištěno,3749,"OKRUŽNÍ 399, 67201, MORAVSKÝ KRUMLOV",2008-05-23,2008-05-23,,True
10348201,P - Pravidelná,Nezjištěno,3849,"17. LISTOPADU 2269, 73802, FRÝDEK-MÍSTEK",2008-03-28,2010-03-28,,True
2640305,E - Evidenční,Nezjištěno,3517,"ŽELIVSKÉHO 4471/1, 46605, JABLONEC NAD NISOU - RÝNOVICE",2004-06-07,2004-06-07,,True
9191277,E - Evidenční,Nezjištěno,3432,"Nádražní ulice 1302, 34201, Sušice",2008-12-17,2008-12-17,,True
113142,P - Pravidelná,A,3717,"NÁDRAŽNÍ 389, 67167, HRUŠOVANY NAD JEVIŠOVKOU",2004-05-18,2006-05-18,,True
9819001,E - Evidenční,Nezjištěno,3114,"NAD VRŠOVSKOU HOROU 88/4, 10100, PRAHA 10",2004-07-29,2004-07-29,,True
8758609,P - Pravidelná,A,3414,"FÜGNEROVA 404, 33601, BLOVICE",2006-05-25,2008-05-25,,True
9843758,E - Evidenční,Nezjištěno,3414,"FÜGNEROVA 404, 33601, BLOVICE",2002-05-16,2002-05-16,,True
10082320,P - Pravidelná,A,3231,"PŘÍLEPSKÁ 1909, 252 63, ROZTOKY U PRAHY",2007-06-22,2009-06-22,,True
10424118,E - Evidenční,Nezjištěno,3417,"TEPELSKÁ 551/5, 35301, MARIÁNSKÉ LÁZNĚ - ÚŠOVICE",2006-01-03,2006-01-03,,True
10424118,P - Pravidelná,A,3417,"TEPELSKÁ 551/5, 35301, MARIÁNSKÉ LÁZNĚ - ÚŠOVICE",2006-10-05,2008-10-05,,True
9307450,E - Evidenční,Nezjištěno,3632,"POLIČSKÁ 1365, 53901, HLINSKO",2008-12-11,2008-12-11,,True
7982336,E - Evidenční,Nezjištěno,3100,"TÜRKOVA 1001/9, 14900, PRAHA 4, CHODOV",2010-05-03,2010-05-03,,True
8735275,P - Pravidelná,A,3417,"TEPELSKÁ 551/5, 35301, MARIÁNSKÉ LÁZNĚ - ÚŠOVICE",2008-05-19,2010-05-19,,True
8735275,E - Evidenční,Nezjištěno,3417,"TEPELSKÁ 551/5, 35301, MARIÁNSKÉ LÁZNĚ - ÚŠOVICE",2003-04-18,2003-04-18,,True
7594370,P - Pravidelná,A,3732,"BRUMOVSKÁ 279, 76601, VALAŠSKÉ KLOBOUKY",2008-01-21,2010-01-21,,True
8807131,E - Evidenční,Nezjištěno,3749,"OKRUŽNÍ 399, 67201, MORAVSKÝ KRUMLOV",2008-02-07,2008-03-08,,True
8833200,P - Pravidelná,A,3632,"POLIČSKÁ 1365, 53901, HLINSKO",2007-11-06,2009-11-06,,True
8833200,E - Evidenční,Nezjištěno,3632,"POLIČSKÁ 1365, 53901, HLINSKO",2004-11-10,2004-11-10,,True
9180241,P - Pravidelná,A,3818,"HAMERSKÁ 883/58A, 77900, OLOMOUC",2009-01-14,2010-01-14,,True
1330613,P - Pravidelná,A,3617,"NUDVOJOVICKÁ 1681, 51101, TURNOV",2004-06-29,2005-06-29,,True
9843758,Z - Na žádost provozovatele,Nezjištěno,3100,"TÜRKOVA 1001/9, 14900, PRAHA 4, CHODOV",2008-04-29,2008-04-29,,True
10385394,P - Pravidelná,Nezjištěno,3217,"MASARYKOVA 1432/34B, 26801, HOŘOVICE",2001-10-11,2002-06-21,,False
10385394,P - Pravidelná,Nezjištěno,3217,"MASARYKOVA 1432/34B, 26801, HOŘOVICE",2001-10-18,2002-06-21,,True
7050134,E - Evidenční,Nezjištěno,3114,"NAD VRŠOVSKOU HOROU 88/4, 10100, PRAHA 10",2006-06-13,2006-06-13,,True
10699822,E - Evidenční,Nezjištěno,3735,"BRNĚNSKÁ 1242, 66501, ROSICE",2007-04-10,2007-04-10,,True
7594370,E - Evidenční,Nezjištěno,3732,"BRUMOVSKÁ 279, 76601, VALAŠSKÉ KLOBOUKY",2005-12-05,2005-12-05,,True
10431235,P - Pravidelná,A,3514,"U OHARKY 3093, 43801, ŽATEC",2002-03-01,2004-02-27,,True
10479383,P - Pravidelná,A,3717,"NÁDRAŽNÍ 389, 67167, HRUŠOVANY NAD JEVIŠOVKOU",2008-08-19,2010-08-19,,True
6961609,P - Pravidelná,A,3632,"POLIČSKÁ 1365, 53901, HLINSKO",2006-06-14,2008-06-14,,True
9769707,P - Pravidelná,A,3231,"PŘÍLEPSKÁ 1909, 252 63, ROZTOKY U PRAHY",2007-04-30,2009-04-30,,True
7692780,P - Pravidelná,A,3414,"FÜGNEROVA 404, 33601, BLOVICE",2007-05-29,2009-05-29,,True
10398685,P - Pravidelná,Nezjištěno,3113,"PODNIKATELSKÁ I 652, 19011, PRAHA - BĚCHOVICE",1997-10-16,1999-10-16,,False
9680725,P - Pravidelná,Nezjištěno,3114,"NAD VRŠOVSKOU HOROU 88/4, 10100, PRAHA 10",2000-04-12,2002-04-12,,True
7095756,E - Evidenční,Nezjištěno,3417,"TEPELSKÁ 551/5, 35301, MARIÁNSKÉ LÁZNĚ - ÚŠOVICE",2010-02-08,2010-02-08,,True
5954634,E - Evidenční,Nezjištěno,3717,"NÁDRAŽNÍ 389, 67167, HRUŠOVANY NAD JEVIŠOVKOU",2008-05-13,2008-05-13,,True
7658131,E - Evidenční,Nezjištěno,3423,"PIVOVARSKÁ 146, 33701, ROKYCANY",2005-09-19,2005-09-19,,True
2873633,P - Pravidelná,Nezjištěno,370200143,ADMINISTRATIVNÍ OMEZENÍ - NOVÁ VOZIDLA,2011-04-28,2015-04-28,,True
9771508,P - Pravidelná,A,3827,"TĚŠÍNSKÁ 2868/37A, 74600, OPAVA - PŘEDMĚSTÍ",2008-11-13,2010-11-13,,True
5915811,P - Pravidelná,A,3757,"ŘÍPSKÁ 11E, 62700, BRNO",2010-11-03,2012-11-03,,True
4520576,E - Evidenční,Nezjištěno,3223,"DLOUHÉ POLE 31, 25601, BENEŠOV",2007-05-16,2007-05-16,,True
6454049,E - Evidenční,Nezjištěno,3508,"RYBALKOVA 2765, 44001, LOUNY",2004-04-20,2004-04-20,,True
10471701,P - Pravidelná,A,3606,"HRADECKÁ 1122, 50601, JIČÍN",2007-03-19,2009-03-19,,True
6093026,P - Pravidelná,A,3823,"VÍTKOVICKÁ 3258/9, 70200, OSTRAVA, MORAVSKÁ OSTRAVA",2010-07-22,2011-07-22,,True
9019453,P - Pravidelná,A,3740,"MASARYKOVA 1663, 69826, VESELÍ NAD MORAVOU",2009-03-18,2011-03-18,,True
7715800,P - Pravidelná,A,3508,"RYBALKOVA 2765, 44001, LOUNY",2008-11-05,2010-10-08,,True
7193891,E - Evidenční,Nezjištěno,3506,"BUDOVATELŮ 624, 43401, MOST",2009-07-07,2009-07-07,,True
10858957,P - Pravidelná,A,3225,"SUCHDOLSKÁ 682, 25262, HOROMĚŘICE",2004-11-11,2006-11-11,,True
6454049,P - Pravidelná,A,3508,"RYBALKOVA 2765, 44001, LOUNY",2004-05-31,2006-05-31,,True
10454830,P - Pravidelná,A,3725,"ČESKOSLOVENSKÉ ARMÁDY 217, 68401, SLAVKOV U BRNA",2008-06-05,2010-06-05,,True
8688587,P - Pravidelná,B,3642,"VRAČOVICE 1, 56601, VRAČOVICE - ORLOV",2009-09-21,2009-10-21,,True
9742889,P - Pravidelná,B,310000146,"37.26 DUMAG S.R.O., BRNĚNSKÁ  392, ROSICE",1997-10-13,1999-10-13,,False
6489152,P - Pravidelná,Nezjištěno,3108,"RADIMOVA 2327/39, 16900, PRAHA 6 - BŘEVNOV",2008-10-20,2010-09-03,,True
11100175,P - Pravidelná,Nezjištěno,3825,"MARKVARTOVICKÁ 7, 74801, HLUČÍN",2008-07-02,2010-07-02,,True
7736688,E - Evidenční,Nezjištěno,3623,"DOBENÍNSKÁ 2014, 54701, NÁCHOD",2008-12-22,2008-12-22,,True
617538,P - Pravidelná,A,3827,"TĚŠÍNSKÁ 2868/37A, 74600, OPAVA - PŘEDMĚSTÍ",2008-12-17,2010-12-17,,True
9853494,E - Evidenční,Nezjištěno,3508,"RYBALKOVA 2765, 44001, LOUNY",2005-09-14,2005-09-14,,True
9853494,P - Pravidelná,A,3508,"RYBALKOVA 2765, 44001, LOUNY",2005-10-04,2007-09-14,,True
9197939,E - Evidenční,Nezjištěno,3223,"DLOUHÉ POLE 31, 25601, BENEŠOV",2008-12-18,2008-12-18,,True
1659446,P - Pravidelná,A,3742,"VRCHLICKÉHO 349, 79852, KONICE",2007-07-13,2009-07-12,,True
10351811,P - Pravidelná,A,3208,"OBECNICKÁ 323, 26101, PŘÍBRAM I",2002-10-16,2004-10-16,,False
4770714,E - Evidenční,Nezjištěno,3406,"DOMAŽLICKÉ PŘEDMĚSTÍ 938, 33901, KLATOVY",2008-02-18,2008-02-18,,True
5105557,E - Evidenční,Nezjištěno,3506,"BUDOVATELŮ 624, 43401, MOST",2001-09-05,2001-10-05,,True
5030078,P - Pravidelná,A,3740,"MASARYKOVA 1663, 69826, VESELÍ NAD MORAVOU",2009-03-10,2011-03-10,,True
9863535,P - Pravidelná,A,3708,"Brněnská 74, 693 01, Hustopeče",2006-06-14,2008-06-08,,True
10312188,E - Evidenční,Nezjištěno,3208,"OBECNICKÁ 323, 26101, PŘÍBRAM I",2011-06-02,2011-06-02,,True
7825070,P - Pravidelná,A,3757,"ŘÍPSKÁ 11E, 62700, BRNO",2007-06-12,2009-06-12,,True
8807198,E - Evidenční,Nezjištěno,3223,"DLOUHÉ POLE 31, 25601, BENEŠOV",2005-05-02,2005-05-02,,True
8791352,P - Pravidelná,A,3808,"ŠPÁLOVA 1095/11, 70200, OSTRAVA-MOR. OSTRAVA A PŘÍVOZ",2005-07-28,2007-07-28,,True
3383477,P - Pravidelná,A,3525,"MÁNESOVA 1477, 47001, ČESKÁ LÍPA",2006-07-20,2008-07-20,,True
5334728,P - Pravidelná,A,3508,"RYBALKOVA 2765, 44001, LOUNY",2009-11-26,2011-11-26,,True
3133481,P - Pravidelná,A,3825,"MARKVARTOVICKÁ 7, 74801, HLUČÍN",2007-05-21,2009-05-21,,True
3363792,P - Pravidelná,A,3225,"SUCHDOLSKÁ 682, 25262, HOROMĚŘICE",2008-07-02,2010-07-02,,True
4257579,P - Pravidelná,A,3640,"HORSKÁ 932, 54101, TRUTNOV - STŘEDNÍ PŘEDMĚSTÍ",2006-03-23,2008-03-23,,True
4230941,P - Pravidelná,A,3208,"OBECNICKÁ 323, 26101, PŘÍBRAM I",2006-05-16,2008-05-16,,True
3133481,E - Evidenční,Nezjištěno,3825,"MARKVARTOVICKÁ 7, 74801, HLUČÍN",2004-12-02,2004-12-02,,True
6567854,E - Evidenční,Nezjištěno,6731,"666 01 TIŠNOV, ZA MLÝNEM 5, KORAL S.R.O.",2003-05-19,2003-05-19,,True
1146182,E - Evidenční,Nezjištěno,3808,"ŠPÁLOVA 1095/11, 70200, OSTRAVA-MOR. OSTRAVA A PŘÍVOZ",2002-03-28,2002-03-28,,True
3383477,E - Evidenční,Nezjištěno,3525,"MÁNESOVA 1477, 47001, ČESKÁ LÍPA",2007-10-17,2007-10-17,,True
4441140,E - Evidenční,Nezjištěno,3306,"RUDOLFOVSKÁ 17, 37001, ČESKÉ BUDĚJOVICE 3",2007-10-23,2007-10-23,,True
9662366,P - Pravidelná,A,3523,"HAVÍŘSKÁ 360/29, 40010, ÚSTÍ NAD LABEM - VŠEBOŘICE",2007-08-22,2009-08-06,,True
5423865,E - Evidenční,Nezjištěno,3708,"Brněnská 74, 693 01, Hustopeče",2007-08-20,2007-08-20,,True
4275424,P - Pravidelná,A,3706,"JESTŘABEC 2044, 59401, VELKÉ MEZIŘÍČÍ",2002-07-11,2004-07-11,,True
8729023,P - Pravidelná,A,3642,"VRAČOVICE 1, 56601, VRAČOVICE - ORLOV",2008-04-02,2010-04-02,,True
5567205,P - Pravidelná,A,3642,"VRAČOVICE 1, 56601, VRAČOVICE - ORLOV",2009-04-07,2011-04-07,,True
11380243,P - Pravidelná,A,3523,"HAVÍŘSKÁ 360/29, 40010, ÚSTÍ NAD LABEM - VŠEBOŘICE",2009-12-17,2011-12-17,,True
4976873,P - Pravidelná,A,3523,"HAVÍŘSKÁ 360/29, 40010, ÚSTÍ NAD LABEM - VŠEBOŘICE",2008-04-22,2010-04-22,,True
4654499,P - Pravidelná,A,3225,"SUCHDOLSKÁ 682, 25262, HOROMĚŘICE",2009-03-31,2011-03-31,,True
5730660,P - Pravidelná,A,3208,"OBECNICKÁ 323, 26101, PŘÍBRAM I",2009-10-20,2011-10-20,,True
7081704,E - Evidenční,Nezjištěno,3742,"VRCHLICKÉHO 349, 79852, KONICE",2008-07-07,2008-07-07,,True
5022438,P - Pravidelná,A,3225,"SUCHDOLSKÁ 682, 25262, HOROMĚŘICE",2008-10-24,2010-10-24,,True
8613247,E - Evidenční,Nezjištěno,3508,"RYBALKOVA 2765, 44001, LOUNY",2008-12-15,2008-12-15,,True
8729023,E - Evidenční,Nezjištěno,3625,"VRACLAVSKÁ 523, 56601, VYSOKÉ MÝTO",2008-10-06,2008-10-06,,True
7081704,P - Pravidelná,A,3742,"VRCHLICKÉHO 349, 79852, KONICE",2008-11-21,2010-11-21,,True
8466584,P - Pravidelná,A,3508,"RYBALKOVA 2765, 44001, LOUNY",2007-04-18,2009-04-18,,True
8160733,E - Evidenční,Nezjištěno,3725,"ČESKOSLOVENSKÉ ARMÁDY 217, 68401, SLAVKOV U BRNA",2007-12-03,2007-12-03,,True
4872700,P - Pravidelná,A,3425,"NA MAZANCÍCH 349, 33144, KOŽLANY",2007-12-06,2009-12-06,,True
8950417,P - Pravidelná,A,3308,"JAROŠOVSKÁ 869/II, 37701, JINDŘICHŮV HRADEC",2008-03-14,2010-03-14,,True
10524894,P - Pravidelná,A,3723,"ZA OLOMOUCKOU, 79601, PROSTĚJOV",2009-06-02,2010-06-02,,True
9924741,P - Pravidelná,A,3223,"DLOUHÉ POLE 31, 25601, BENEŠOV",2008-10-20,2010-10-20,,True
8466584,E - Evidenční,Nezjištěno,3508,"RYBALKOVA 2765, 44001, LOUNY",2008-10-17,2008-10-17,,True
9919436,P - Pravidelná,A,3606,"HRADECKÁ 1122, 50601, JIČÍN",2009-01-17,2011-01-17,,True
4230941,E - Evidenční,Nezjištěno,3208,"OBECNICKÁ 323, 26101, PŘÍBRAM I",2002-06-17,2002-06-17,,True
4275424,E - Evidenční,Nezjištěno,3706,"JESTŘABEC 2044, 59401, VELKÉ MEZIŘÍČÍ",2007-05-10,2007-05-10,,True
6307964,P - Pravidelná,A,3108,"RADIMOVA 2327/39, 16900, PRAHA 6 - BŘEVNOV",2009-12-11,2011-12-11,,True
4819586,E - Evidenční,Nezjištěno,3223,"DLOUHÉ POLE 31, 25601, BENEŠOV",2004-04-05,2004-04-05,,True
8621538,P - Pravidelná,A,3308,"JAROŠOVSKÁ 869/II, 37701, JINDŘICHŮV HRADEC",2008-08-18,2010-08-18,,True
8905965,E - Evidenční,Nezjištěno,3625,"VRACLAVSKÁ 523, 56601, VYSOKÉ MÝTO",2004-06-09,2004-06-09,,True
3107775,P - Pravidelná,A,3608,"KRÁTKÁ 487, 54901, NOVÉ MĚSTO NAD METUJÍ",2004-03-27,2006-03-27,,True
8945615,P - Pravidelná,A,3708,"Brněnská 74, 693 01, Hustopeče",2008-06-12,2010-06-12,,True
5462548,P - Pravidelná,A,3108,"RADIMOVA 2327/39, 16900, PRAHA 6 - BŘEVNOV",2008-09-23,2010-09-23,,True
5574710,P - Pravidelná,A,3423,"PIVOVARSKÁ 146, 33701, ROKYCANY",2006-09-04,2008-08-04,,True
5426439,P - Pravidelná,A,370200143,ADMINISTRATIVNÍ OMEZENÍ - NOVÁ VOZIDLA,2005-11-23,2009-11-23,,True
5436737,P - Pravidelná,A,3508,"RYBALKOVA 2765, 44001, LOUNY",2007-07-11,2009-07-11,,True
11622775,P - Pravidelná,A,3606,"HRADECKÁ 1122, 50601, JIČÍN",2004-06-08,2006-06-08,,True
8905965,P - Pravidelná,A,3642,"VRAČOVICE 1, 56601, VRAČOVICE - ORLOV",2008-06-24,2010-06-24,,True
8621538,E - Evidenční,Nezjištěno,3208,"OBECNICKÁ 323, 26101, PŘÍBRAM I",2008-10-29,2008-10-29,,True
1765429,P - Pravidelná,A,3406,"DOMAŽLICKÉ PŘEDMĚSTÍ 938, 33901, KLATOVY",2004-03-31,2006-03-31,,True
5576643,P - Pravidelná,A,3725,"ČESKOSLOVENSKÉ ARMÁDY 217, 68401, SLAVKOV U BRNA",2002-03-11,2003-03-11,,True
5427014,E - Evidenční,Nezjištěno,3306,"RUDOLFOVSKÁ 17, 37001, ČESKÉ BUDĚJOVICE 3",2002-09-20,2002-09-20,,True
5574710,E - Evidenční,Nezjištěno,3423,"PIVOVARSKÁ 146, 33701, ROKYCANY",2006-08-04,2006-08-04,,True
5557400,E - Evidenční,Nezjištěno,3827,"TĚŠÍNSKÁ 2868/37A, 74600, OPAVA - PŘEDMĚSTÍ",2007-05-22,2007-05-22,,True
5577549,P - Pravidelná,A,3840,"SLEZSKÁ 643/3, 747 28, ŠTĚPÁNKOVICE",2005-04-27,2007-04-27,,True
11872556,P - Pravidelná,A,3108,"RADIMOVA 2327/39, 16900, PRAHA 6 - BŘEVNOV",2009-02-13,2011-02-13,,True
5606486,P - Pravidelná,A,3108,"RADIMOVA 2327/39, 16900, PRAHA 6 - BŘEVNOV",2001-12-03,2003-12-03,,False
9595785,E - Evidenční,Nezjištěno,3223,"DLOUHÉ POLE 31, 25601, BENEŠOV",2002-05-15,2002-05-15,,True
6039597,P - Pravidelná,A,3225,"SUCHDOLSKÁ 682, 25262, HOROMĚŘICE",2008-04-11,2010-04-11,,True
5891683,E - Evidenční,Nezjištěno,3625,"VRACLAVSKÁ 523, 56601, VYSOKÉ MÝTO",2004-10-13,2004-10-13,,True
1928253,P - Pravidelná,A,3108,"RADIMOVA 2327/39, 16900, PRAHA 6 - BŘEVNOV",2010-02-16,2012-02-16,,True
6781637,P - Pravidelná,A,3425,"NA MAZANCÍCH 349, 33144, KOŽLANY",2009-09-11,2011-09-11,,False
9809645,P - Pravidelná,A,340200025,ADMINISTRATIVNÍ OMEZENÍ - NOVÁ VOZIDLA,2010-11-19,2014-11-19,,True
